year,marital,age,race,rincome,partyid,relig,tvhours
2006,Married,61,White,$25000 or more,Not str republican,Catholic,NA
2006,Widowed,56,White,$10000 - 14999,"Ind,near rep",None,2
2006,Never married,22,White,$20000 - 24999,Independent,None,1
2006,Divorced,33,White,$15000 - 19999,Independent,None,NA
2006,Divorced,60,White,$25000 or more,"Ind,near rep",None,NA
2006,Divorced,58,White,Refused,"Ind,near dem",Catholic,NA
2006,Divorced,41,Other,$25000 or more,Strong republican,Inter-nondenominational,NA
2006,Never married,29,Black,$25000 or more,Independent,Protestant,1
2006,Never married,53,Other,Not applicable,Independent,None,NA
2006,Divorced,35,White,Not applicable,Independent,Catholic,NA
2006,Widowed,66,Other,Not applicable,Not str democrat,Catholic,6
2006,Divorced,59,Other,Not applicable,Not str democrat,Protestant,3
2006,Divorced,46,Other,Not applicable,Independent,Catholic,NA
2006,Separated,30,Other,$10000 - 14999,Not str democrat,Catholic,6
2006,Separated,48,Other,$20000 - 24999,Independent,Protestant,7
2006,Widowed,65,White,$10000 - 14999,Strong democrat,Catholic,2
2006,Never married,24,White,Don't know,Independent,Catholic,NA
2006,Married,37,White,Don't know,Independent,Protestant,2
2006,Married,35,White,$25000 or more,"Ind,near dem",Protestant,NA
2006,Married,33,White,$25000 or more,Independent,None,3
2006,Married,52,White,$25000 or more,Independent,Orthodox-christian,4
2006,Married,31,Other,Don't know,Independent,None,NA
2006,Married,45,White,Not applicable,"Ind,near rep",Christian,0
2006,Never married,44,White,$25000 or more,"Ind,near dem",Catholic,NA
2006,Never married,88,White,Not applicable,"Ind,near rep",Catholic,4
2006,Married,35,White,$25000 or more,Independent,Catholic,NA
2006,Married,48,White,$6000 to 6999,Not str democrat,Catholic,5
2006,Married,88,White,Not applicable,Not str democrat,Catholic,NA
2006,Married,58,White,$4000 to 4999,Independent,Protestant,6
2006,Married,60,White,Not applicable,Strong democrat,Catholic,4
2006,Married,36,White,$1000 to 2999,"Ind,near rep",None,1
2006,Married,58,White,$25000 or more,"Ind,near dem",None,3
2006,Married,26,White,$25000 or more,Strong democrat,Catholic,2
2006,Never married,49,White,$25000 or more,Independent,Protestant,NA
2006,Married,41,White,$25000 or more,Independent,Protestant,3
2006,Widowed,72,White,Not applicable,"Ind,near rep",Catholic,2
2006,Divorced,59,White,$25000 or more,"Ind,near dem",None,NA
2006,Married,67,White,$1000 to 2999,Strong democrat,Protestant,NA
2006,Never married,33,White,$25000 or more,"Ind,near dem",Catholic,2
2006,Married,40,White,Not applicable,"Ind,near dem",Protestant,3
2006,Widowed,49,White,$25000 or more,Strong republican,Protestant,8
2006,Married,44,White,$25000 or more,"Ind,near dem",Catholic,NA
2006,Married,48,White,$25000 or more,Not str republican,Catholic,NA
2006,Divorced,44,White,$25000 or more,Independent,Catholic,NA
2006,Married,48,White,$25000 or more,Independent,Christian,NA
2006,Never married,25,White,$8000 to 9999,Independent,None,2
2006,Divorced,42,White,$25000 or more,Not str republican,Catholic,1
2006,Never married,24,White,$25000 or more,Not str republican,Protestant,NA
2006,Married,24,White,$25000 or more,Not str republican,Catholic,NA
2006,Never married,31,White,$25000 or more,Independent,None,NA
2006,Married,46,White,Refused,Strong republican,Catholic,NA
2006,Married,52,White,$25000 or more,"Ind,near dem",Catholic,NA
2006,Never married,42,White,$25000 or more,Not str republican,Catholic,NA
2006,Divorced,50,White,$25000 or more,Strong democrat,Catholic,NA
2006,Married,32,White,$6000 to 6999,"Ind,near dem",None,NA
2006,Never married,48,White,$25000 or more,"Ind,near rep",Protestant,1
2006,Separated,57,White,Not applicable,Not str democrat,None,NA
2006,Married,62,White,Not applicable,"Ind,near rep",Catholic,2
2006,Divorced,66,White,Not applicable,Independent,Christian,NA
2006,Never married,34,White,Not applicable,Strong democrat,Christian,2
2006,Never married,30,White,$25000 or more,Not str democrat,None,NA
2006,Divorced,27,Black,$1000 to 2999,Strong democrat,Protestant,NA
2006,Married,59,White,$15000 - 19999,Independent,Catholic,NA
2006,Married,19,White,Not applicable,Independent,None,NA
2006,Never married,23,Other,Not applicable,Independent,None,NA
2006,Never married,50,White,Not applicable,Strong democrat,Catholic,NA
2006,Never married,35,White,$15000 - 19999,Not str democrat,Protestant,NA
2006,Never married,44,White,$25000 or more,Strong democrat,Catholic,NA
2006,Married,78,White,Not applicable,Strong democrat,Catholic,NA
2006,Never married,33,White,Not applicable,Not str democrat,None,NA
2006,Never married,21,White,Not applicable,Independent,None,NA
2006,Married,77,White,Not applicable,Strong republican,Catholic,NA
2006,Widowed,70,White,Not applicable,Not str republican,Catholic,NA
2006,Married,69,White,Not applicable,"Ind,near dem",Catholic,3
2006,Never married,26,White,$25000 or more,"Ind,near dem",None,1
2006,Never married,27,Black,$3000 to 3999,"Ind,near rep",None,1
2006,Never married,24,White,$25000 or more,Not str democrat,Catholic,10
2006,Married,30,White,$1000 to 2999,Not str republican,None,NA
2006,Married,89,White,Not applicable,Not str republican,None,NA
2006,Separated,37,White,Not applicable,Independent,Protestant,5
2006,Widowed,68,White,Not applicable,Strong democrat,Catholic,6
2006,Widowed,83,White,$7000 to 7999,Not str democrat,Catholic,6
2006,Married,61,White,Not applicable,Not str democrat,Catholic,1
2006,Widowed,72,White,$25000 or more,Not str democrat,Protestant,NA
2006,Never married,42,White,$25000 or more,Not str democrat,Catholic,1
2006,Married,53,White,Lt $1000,"Ind,near rep",Protestant,NA
2006,Married,79,White,Not applicable,Not str democrat,Catholic,3
2006,Married,58,White,$25000 or more,Strong democrat,Protestant,NA
2006,Never married,36,White,$25000 or more,Not str republican,None,NA
2006,Widowed,35,White,Not applicable,Not str democrat,Protestant,2
2006,Separated,51,White,$25000 or more,Not str democrat,Protestant,1
2006,Married,56,White,$25000 or more,Strong democrat,Protestant,NA
2006,Married,43,White,$25000 or more,Independent,Catholic,NA
2006,Married,40,White,$25000 or more,Independent,Catholic,NA
2006,Widowed,82,White,Not applicable,Strong democrat,Catholic,NA
2006,Never married,41,White,$25000 or more,"Ind,near rep",Protestant,NA
2006,Divorced,73,White,Not applicable,Strong democrat,Catholic,NA
2006,Never married,42,White,$25000 or more,Strong democrat,Catholic,NA
2006,Married,77,White,$4000 to 4999,Not str republican,Catholic,NA
2006,Widowed,85,White,Not applicable,Strong democrat,Catholic,1
2006,Never married,23,White,$15000 - 19999,Independent,None,NA
2006,Married,62,White,$25000 or more,Strong democrat,None,NA
2006,Widowed,78,White,Not applicable,Strong republican,Protestant,2
2006,Never married,21,White,Lt $1000,Not str republican,None,1
2006,Married,51,White,$25000 or more,Not str republican,Protestant,NA
2006,Married,36,White,$25000 or more,Not str republican,Catholic,NA
2006,Never married,35,White,$25000 or more,Not str republican,None,1
2006,Married,34,White,$25000 or more,Strong republican,Catholic,4
2006,Married,46,White,$25000 or more,Strong republican,None,NA
2006,Married,68,White,Not applicable,Not str republican,Protestant,NA
2006,Never married,27,White,Not applicable,Not str democrat,Christian,NA
2006,Never married,27,Black,$25000 or more,Not str democrat,None,3
2006,Divorced,79,White,Not applicable,Strong democrat,None,12
2006,Married,64,White,Not applicable,"Ind,near dem",Catholic,1
2006,Never married,22,White,Refused,Strong democrat,Protestant,NA
2006,Divorced,39,White,$25000 or more,Independent,Protestant,NA
2006,Married,44,White,$25000 or more,Independent,Protestant,NA
2006,Married,52,White,$25000 or more,"Ind,near dem",Catholic,2
2006,Never married,25,White,$10000 - 14999,Independent,Catholic,2
2006,Never married,25,White,$15000 - 19999,Strong democrat,None,3
2006,Never married,33,Black,Not applicable,Strong democrat,Christian,3
2006,Married,42,Other,$15000 - 19999,Independent,None,NA
2006,Married,52,Black,Not applicable,Not str democrat,Protestant,3
2006,Widowed,75,White,Not applicable,Not str republican,Catholic,NA
2006,Widowed,32,White,Not applicable,Independent,None,14
2006,Married,80,White,Not applicable,Not str republican,Protestant,8
2006,Never married,25,White,$10000 - 14999,Independent,None,NA
2006,Never married,24,White,Not applicable,Independent,None,NA
2006,Separated,49,White,Not applicable,Not str democrat,Protestant,1
2006,Married,35,White,$25000 or more,"Ind,near dem",None,NA
2006,Married,43,White,$25000 or more,Not str republican,Catholic,1
2006,Married,42,White,Don't know,Not str republican,Protestant,NA
2006,Married,36,White,$25000 or more,Strong republican,Protestant,NA
2006,Married,35,White,$25000 or more,Strong republican,Catholic,NA
2006,Widowed,76,White,Not applicable,Strong democrat,Catholic,3
2006,Never married,32,White,$25000 or more,Not str republican,Protestant,NA
2006,Divorced,52,White,Not applicable,Not str republican,None,3
2006,Divorced,60,White,Not applicable,Not str democrat,Protestant,NA
2006,Separated,44,Black,Not applicable,Independent,Protestant,NA
2006,Separated,43,White,$25000 or more,Not str democrat,Catholic,NA
2006,Widowed,74,White,Not applicable,Not str democrat,Protestant,4
2006,Never married,49,White,$25000 or more,Not str democrat,Catholic,NA
2006,Married,62,White,$25000 or more,Not str democrat,Protestant,2
2006,Never married,28,White,Not applicable,Strong democrat,Catholic,2
2006,Widowed,79,White,Not applicable,"Ind,near rep",None,6
2006,Never married,42,White,$25000 or more,"Ind,near rep",None,2
2006,Married,34,Black,$15000 - 19999,Strong democrat,Protestant,NA
2006,Married,69,Black,$7000 to 7999,Strong democrat,Protestant,6
2006,Never married,22,White,$10000 - 14999,Independent,Catholic,2
2006,Widowed,82,White,Not applicable,Strong democrat,Catholic,NA
2006,Never married,32,White,$25000 or more,Not str republican,Protestant,10
2006,Separated,47,White,$25000 or more,Not str democrat,Catholic,NA
2006,Never married,30,Black,$20000 - 24999,Not str democrat,Protestant,NA
2006,Married,63,White,$5000 to 5999,Independent,Catholic,5
2006,Never married,20,White,Not applicable,Strong democrat,None,NA
2006,Divorced,55,White,$25000 or more,Strong republican,Protestant,NA
2006,Married,33,White,Not applicable,Not str republican,Protestant,NA
2006,Married,72,White,Not applicable,Not str republican,Protestant,NA
2006,Married,41,White,$3000 to 3999,Strong republican,Protestant,NA
2006,Divorced,60,White,$25000 or more,Not str democrat,None,1
2006,Divorced,53,White,$20000 - 24999,Strong democrat,Protestant,NA
2006,Never married,27,White,$25000 or more,Strong democrat,Protestant,1
2006,Married,69,White,Not applicable,"Ind,near dem",Catholic,NA
2006,Widowed,80,White,Not applicable,Strong democrat,Catholic,NA
2006,Widowed,77,White,$15000 - 19999,Strong democrat,Catholic,NA
2006,Widowed,85,White,Not applicable,Not str democrat,Protestant,NA
2006,Widowed,77,Black,Not applicable,Not str republican,Catholic,10
2006,Divorced,50,White,$25000 or more,"Ind,near rep",Protestant,NA
2006,Married,24,White,$25000 or more,"Ind,near dem",None,3
2006,Never married,18,White,$1000 to 2999,Not str republican,Protestant,2
2006,Never married,31,White,$25000 or more,"Ind,near rep",Protestant,NA
2006,Widowed,81,White,Not applicable,Not str democrat,Protestant,NA
2006,Widowed,86,White,Not applicable,Independent,Protestant,3
2006,Married,41,White,$25000 or more,Not str democrat,Catholic,NA
2006,Widowed,78,White,Not applicable,Not str democrat,Catholic,3
2006,Widowed,67,White,Not applicable,Not str democrat,Protestant,NA
2006,Married,56,White,$25000 or more,"Ind,near dem",Catholic,NA
2006,Married,60,White,$25000 or more,Not str republican,Protestant,2
2006,Widowed,75,White,Not applicable,Not str democrat,Protestant,NA
2006,Married,45,White,$25000 or more,Not str democrat,Catholic,NA
2006,Married,67,White,Not applicable,Strong democrat,Catholic,2
2006,Married,70,White,$6000 to 6999,Not str democrat,Catholic,NA
2006,Married,62,White,$15000 - 19999,Strong democrat,Catholic,2
2006,Married,84,White,Not applicable,Independent,Catholic,NA
2006,Married,39,White,$25000 or more,Not str republican,Catholic,1
2006,Married,45,White,$25000 or more,"Ind,near dem",Catholic,NA
2006,Married,57,White,$20000 - 24999,Not str democrat,Protestant,NA
2006,Married,63,White,Refused,Not str democrat,Protestant,NA
2006,Divorced,66,White,Not applicable,"Ind,near rep",Protestant,5
2006,Widowed,78,White,Not applicable,Strong democrat,Catholic,NA
2006,Married,28,White,$20000 - 24999,Not str republican,Catholic,2
2006,Never married,50,White,Not applicable,Not str republican,None,0
2006,Divorced,55,White,$8000 to 9999,"Ind,near dem",Catholic,NA
2006,Never married,27,Other,Not applicable,Independent,Catholic,NA
2006,Married,81,White,Not applicable,"Ind,near rep",Catholic,1
2006,Married,61,White,$25000 or more,Not str democrat,Catholic,NA
2006,Married,77,White,Refused,"Ind,near dem",Catholic,NA
2006,Married,85,White,Not applicable,Strong democrat,Catholic,NA
2006,Divorced,39,White,$25000 or more,"Ind,near rep",None,2
2006,Divorced,30,White,Not applicable,Independent,Protestant,NA
2006,Never married,36,White,$15000 - 19999,"Ind,near rep",Protestant,NA
2006,Never married,50,White,$10000 - 14999,"Ind,near dem",None,5
2006,Divorced,22,White,$15000 - 19999,"Ind,near dem",Protestant,NA
2006,Married,78,White,Not applicable,Not str democrat,Catholic,5
2006,Widowed,84,White,Not applicable,Strong democrat,Protestant,8
2006,Married,78,White,Not applicable,Not str republican,Protestant,NA
2006,Married,25,White,$25000 or more,"Ind,near dem",Catholic,2
2006,Never married,50,White,Lt $1000,Not str republican,Protestant,NA
2006,Never married,20,White,Not applicable,Not str democrat,Protestant,NA
2006,Never married,34,Other,$10000 - 14999,Not str democrat,Catholic,4
2006,Never married,46,White,$20000 - 24999,Not str democrat,Protestant,1
2006,Divorced,72,White,Not applicable,Not str democrat,Catholic,0
2006,Married,NA,White,Not applicable,Not str democrat,None,NA
2006,Married,69,White,Not applicable,Not str democrat,Catholic,NA
2006,Never married,24,Other,Not applicable,Not str democrat,Buddhism,2
2006,Separated,38,Black,Not applicable,Strong democrat,Protestant,4
2006,Divorced,65,White,$25000 or more,"Ind,near dem",Protestant,NA
2006,Widowed,73,White,Not applicable,Strong democrat,None,2
2006,Never married,54,White,$25000 or more,Strong democrat,None,NA
2006,Married,50,Black,$25000 or more,Strong democrat,Protestant,NA
2006,Married,42,White,Refused,No answer,Catholic,1
2006,Divorced,69,White,$25000 or more,Strong democrat,None,3
2006,Never married,26,Other,Not applicable,Independent,Catholic,8
2006,Divorced,66,White,Not applicable,Strong republican,Protestant,5
2006,Married,31,White,$15000 - 19999,Strong democrat,Catholic,NA
2006,Never married,30,Black,$10000 - 14999,Independent,None,2
2006,Divorced,58,White,$25000 or more,Independent,Protestant,NA
2006,Never married,41,White,$25000 or more,Not str democrat,Protestant,4
2006,Never married,43,White,$25000 or more,Not str democrat,Catholic,4
2006,Married,53,White,$25000 or more,"Ind,near dem",Protestant,NA
2006,Never married,31,Other,$20000 - 24999,Not str democrat,Catholic,NA
2006,Married,51,White,$25000 or more,Not str democrat,Protestant,3
2006,Married,51,White,Refused,"Ind,near rep",Catholic,1
2006,Married,28,Black,$15000 - 19999,"Ind,near dem",Protestant,2
2006,Married,55,White,$25000 or more,Strong republican,None,2
2006,Divorced,54,White,$25000 or more,"Ind,near dem",None,NA
2006,Divorced,23,Other,$15000 - 19999,"Ind,near rep",None,NA
2006,Never married,48,Other,No answer,Not str democrat,Christian,NA
2006,Widowed,67,White,Not applicable,"Ind,near dem",Protestant,3
2006,Never married,43,White,$15000 - 19999,Independent,None,NA
2006,Never married,64,White,Not applicable,Independent,Catholic,5
